finess;finess_geographique;acte_ccam_phase;nombre_d_actes;duree_moyenne_de_sejour_dms;nombre_sejour_ambulatoire;annee;acte;phase;code_regroupement;regroupement;libelle;tarif_secteur_1_adherent_optam_optam_co;tarif_hors_secteur_1_hors_adherent_optam_optam_co;remboursement_sous_conditions;accord_prealable;tm_exoneration;libelle_mft;siren;telephone;epci;coordonnees;raison_sociale;code_ape;statut_juridique;adresse;raison_sociale_longue;departement;code_insee;siret;type_d_etablissement;commune;region;categorie_d_etablissement;proportion_actes_ambulatoires
2A0000139;2A0000139;HBGD0180;15.0;0.0;15;2016;HBGD018;0;ADC;Actes de chirurgie;Avulsion d'1 troisième molaire maxillaire retenue ou à l'état de germe;83.6;83.6;;;;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;100.0
2A0000139;2A0000139;JGHJ0010;41.0;0.19512195121999998;36;2015;JGHJ001;0;ATM;Actes techniques médicaux (hors imagerie);Biopsie de la prostate, par voie transrectale avec guidage échographique;76.8;76.8;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;87.8048780488
2A0000139;2A0000139;YYYY0280;40.0;0.25;35;2015;YYYY028;0;ADE;Acte d'échographie;Guidage échographique;34.97;34.97;;;2.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;87.5
2B0000079;;QAMA0130;22.0;0.0;22;2017;QAMA013;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Réparation de perte de substance de l'extrémité céphalique par lambeau musculaire ou musculocutané;313.5;313.5;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.34.89.89;CA de Bastia;;CLINIQUE DR FILIPPI;8610Z;;BD B DANESI;CLINIQUE DU DOCTEUR PAUL LAURENT FILIPPI;HAUTE-CORSE;2B033;30509766900017;Etablissement simple;Bastia;CORSE;Etablissement de Soins Chirurgicaux;100.0
2A0000139;2A0000139;AMQP0140;81.0;0.950617283951;.;2015;AMQP014;0;ATM;Actes techniques médicaux (hors imagerie);Polysomnographie de 12 à 24 heures, sans enregistrement vidéo;246.24;200.07;;;2.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000154;2A0000154;HBGD0250;24.0;0.0416666666667;23;2016;HBGD025;0;ADC;Actes de chirurgie;Avulsion de 2 troisièmes molaires retenues ou à l'état de germe;125.4;125.4;;;;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;95.8333333333
2A0000154;2A0000154;MFQK0020;35.0;4.22222222222;.;2015;MFQK002;0;ADI;Actes d'imagerie;Radiographie du coude selon 1 ou 2 incidences;19.95;19.95;;;2.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000154;;JCGE0060;14.0;0.0;14;2017;JCGE006;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Ablation et/ou fragmentation de calcul de l'uretère lombal, par urétéroscopie rétrograde;392.08;327.99;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;100.0
2A0000154;2A0000154;HBQK0020;20.0;2.0;13;2016;HBQK002;0;ADI;Actes d'imagerie;Radiographie panoramique dentomaxillaire;20.0;20.0;;;;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;65.0
2A0000154;2A0000154;HBGB0030;13.0;0.0;.;2016;HBGB003;0;ADC;Actes de chirurgie;Curetage périapical avec résection de l'apex et obturation radiculaire d'une incisive ou d'une canine;83.9;83.9;;;;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000139;;HJQD0010;26.0;1.5;.;2017;HJQD001;0;ATM/ADA;Actes techniques médicaux (hors imagerie)/Actes d'anesthésie;Examen du rectum sous anesthésie générale, par voie anale;24.45;22.24;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000079;2B0000079;GAMA0180;22.0;0.0;22;2015;GAMA018;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Réparation de perte de substance du nez par lambeau local;191.24;191.24;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.34.89.89;CA de Bastia;;CLINIQUE DR FILIPPI;8610Z;;BD B DANESI;CLINIQUE DU DOCTEUR PAUL LAURENT FILIPPI;HAUTE-CORSE;2B033;30509766900017;Etablissement simple;Bastia;CORSE;Etablissement de Soins Chirurgicaux;100.0
2A0000154;2A0000154;MJMA0020;40.0;0.5128205128209999;22;2016;MJMA002;0;ADC/ADA;Actes de chirurgie/Actes d'anesthésie;Réparation de plaie de l'appareil extenseur d'un doigt avec suture de plaie d'une articulation, sur un rayon de la main;190.72;167.68;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;55.0
2A0000139;2A0000139;ZZQX0450;78.0;2.70512820513;43;2016;ZZQX045;0;ATM;Actes techniques médicaux (hors imagerie);Examen immunocytochimique ou immunohistochimique de prélèvement cellulaire ou tissulaire fixé avec 3 à 5 anticorps, avec quantification du signal pour chaque anticorps;83.0;83.0;;;;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;55.1282051282
2A0000139;2A0000139;HEQE0050;1220.0;0.363412633306;1120;2016;HEQE005;0;ATM;Actes techniques médicaux (hors imagerie);Endoscopie œso-gastro-duodénale avec test à l'uréase, après l'âge de 6 ans;96.0;96.0;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;91.8032786885
2A0000139;2A0000139;LMMA0060;39.0;2.38461538462;.;2015;LMMA006;0;ADC/ADA;Actes de chirurgie/Actes d'anesthésie;Cure de hernie de la paroi abdominale antérieure après l'âge de 16 ans avec pose de prothèse, par abord direct;230.43;218.43;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000079;2B0000079;FAFA0140;22.0;1.0;.;2015;FAFA014;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Amygdalectomie par dissection;88.55;86.47;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.34.89.89;CA de Bastia;;CLINIQUE DR FILIPPI;8610Z;;BD B DANESI;CLINIQUE DU DOCTEUR PAUL LAURENT FILIPPI;HAUTE-CORSE;2B033;30509766900017;Etablissement simple;Bastia;CORSE;Etablissement de Soins Chirurgicaux;
2A0000154;2A0000154;ZCQM0060;38.0;1.24324324324;30;2016;ZCQM006;0;ADE;Acte d'échographie;Échographie transcutanée de l'étage supérieur de l'abdomen;54.02;54.02;;;2.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;78.9473684211
2B0000392;2B0000392;DEQP0030;618.0;3.24227642276;200;2016;DEQP003;0;ATM;Actes techniques médicaux (hors imagerie);Électrocardiographie sur au moins 12 dérivations;14.26;13.52;;;2.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;32.3624595469
2A0000154;2A0000154;PCCA0010;14.0;5.16666666667;.;2015;PCCA001;0;ADC/ADA;Actes de chirurgie/Actes d'anesthésie;Suture de rupture de muscle;134.0;112.83;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000079;2B0000079;PDFA0010;146.0;0.0157480314961;126;2015;PDFA001;0;ADC;Actes de chirurgie;Exérèse de lésion fasciale et/ou sousfasciale des tissus mous, sans dissection d'un gros tronc vasculaire ou nerveux;122.66;97.48;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.34.89.89;CA de Bastia;;CLINIQUE DR FILIPPI;8610Z;;BD B DANESI;CLINIQUE DU DOCTEUR PAUL LAURENT FILIPPI;HAUTE-CORSE;2B033;30509766900017;Etablissement simple;Bastia;CORSE;Etablissement de Soins Chirurgicaux;86.301369863
2A0000154;2A0000154;ZZQX1880;92.0;0.760869565217;76;2016;ZZQX188;0;ATM;Actes techniques médicaux (hors imagerie);Examen anatomopathologique de pièce d'exérèse monobloc ou en fragments non différenciés, d'une structure anatomique;34.52;34.52;;;5.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;82.6086956522
2A0000154;2A0000154;YYYY4000;11.0;2.63636363636;.;2016;YYYY400;0;ATM/ADA;Actes techniques médicaux (hors imagerie)/Actes d'anesthésie;Supplément pour injection peropératoire de produit de contraste radiologique dans les voies excrétrices bilio pancréatiques pour prises de clichés radiologiques;41.8;41.8;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000139;;NFFC0030;25.0;0.08;23;2017;NFFC003;0;ADC/ADA;Actes de chirurgie/Actes d'anesthésie;Méniscectomies latérale et médiale du genou, par arthroscopie;270.13;262.01;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;92.0
2A0000139;;FCQX0100;46.0;13.347826087;.;2017;FCQX010;0;ATM;Actes techniques médicaux (hors imagerie);Examen anatomopathologique à visée carcinologique de pièces d'exérèse de 2 ou 3 groupes lymphonodaux [ganglionnaires lymphatiques];66.11;66.11;;;5.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000079;2B0000079;HAMA0080;12.0;0.0;12;2015;HAMA008;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Réparation de perte de substance du vermillon labial par lambeau muqueux rétrolabial ou avancement du vermillon restant;167.2;167.2;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.34.89.89;CA de Bastia;;CLINIQUE DR FILIPPI;8610Z;;BD B DANESI;CLINIQUE DU DOCTEUR PAUL LAURENT FILIPPI;HAUTE-CORSE;2B033;30509766900017;Etablissement simple;Bastia;CORSE;Etablissement de Soins Chirurgicaux;100.0
2B0000079;;QZQX0040;345.0;0.00877192982456;339;2017;QZQX004;0;ATM;Actes techniques médicaux (hors imagerie);Examen anatomopathologique à visée carcinologique d'une pièce d'exérèse de peau et/ou de tissu mou susfascial [susaponévrotique] de moins de 5 cm²;47.55;47.55;;;5.0;ARS établissements de santé non financés dotation globale;;04.95.34.89.89;CA de Bastia;;CLINIQUE DR FILIPPI;8610Z;;BD B DANESI;CLINIQUE DU DOCTEUR PAUL LAURENT FILIPPI;HAUTE-CORSE;2B033;30509766900017;Etablissement simple;Bastia;CORSE;Etablissement de Soins Chirurgicaux;98.2608695652
2B0000392;2B0000392;EJQM0040;20.0;12.1578947368;.;2015;EJQM004;0;ADE;Acte d'échographie;Échographie-doppler des veines des membres inférieurs et des veines iliaques, sans marquage cutané;75.6;75.6;;;2.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000139;2A0000139;JJFC0030;21.0;3.45;.;2015;JJFC003;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Kystectomie ovarienne intrapéritonéale, par cœlioscopie;196.0;196.0;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000139;2A0000139;HHQX0060;58.0;13.245614035100001;.;2015;HHQX006;0;ATM;Actes techniques médicaux (hors imagerie);Examen anatomopathologique à visée carcinologique de pièce de colectomie partielle ou de rectosigmoidectomie sans résection du mésorectum;102.93;102.93;;;5.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000079;2B0000079;HBGD0170;25.0;0.0;21;2016;HBGD017;0;ADC;Actes de chirurgie;Avulsion d'1 dent ectopique;167.2;167.2;;;;ARS établissements de santé non financés dotation globale;;04.95.34.89.89;CA de Bastia;;CLINIQUE DR FILIPPI;8610Z;;BD B DANESI;CLINIQUE DU DOCTEUR PAUL LAURENT FILIPPI;HAUTE-CORSE;2B033;30509766900017;Etablissement simple;Bastia;CORSE;Etablissement de Soins Chirurgicaux;84.0
2B0000392;2B0000392;NGQK0010;17.0;1.9411764705899999;.;2015;NGQK001;0;ADI;Actes d'imagerie;Radiographie de la cheville selon 1 à 3 incidences;19.95;19.95;;;2.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000079;;GAMA0070;37.0;0.297297297297;26;2017;GAMA007;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Septoplastie nasale;175.56;154.49;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.34.89.89;CA de Bastia;;CLINIQUE DR FILIPPI;8610Z;;BD B DANESI;CLINIQUE DU DOCTEUR PAUL LAURENT FILIPPI;HAUTE-CORSE;2B033;30509766900017;Etablissement simple;Bastia;CORSE;Etablissement de Soins Chirurgicaux;70.2702702703
2A0000139;;ANMP0010;68.0;7.95588235294;.;2017;ANMP001;0;ATM;Actes techniques médicaux (hors imagerie);Mise en place et surveillance d'une analgésie contrôlée par le patient [ACP] [PAC];83.6;83.6;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000139;;HMGE0020;56.0;4.82142857143;.;2017;HMGE002;0;ADC/ADA;Actes de chirurgie/Actes d'anesthésie;Ablation de calcul de la voie biliaire principale, par œso-gastro-duodénoscopie;330.2;330.2;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000139;2A0000139;JKFA0310;21.0;0.0;21;2016;JKFA031;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Conisation du col de l'utérus;93.42;89.3;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;100.0
2A0000139;2A0000139;JJFC0080;17.0;4.0;.;2016;JJFC008;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Ovariectomie unilatérale, par cœlioscopie;196.0;196.0;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000154;2A0000154;NEQK0100;134.0;11.6951219512;.;2015;NEQK010;0;ADI;Actes d'imagerie;Radiographie de l'articulation coxofémorale selon 1 ou 2 incidences;19.95;19.95;;;2.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000139;2A0000139;NFQK0040;113.0;6.65384615385;.;2015;NFQK004;0;ADI;Actes d'imagerie;Radiographie du genou selon 5 incidences ou plus;25.86;25.86;;;2.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000079;2B0000079;BFGA0040;1808.0;0.00608407079646;1800;2015;BFGA004;0;;;Extraction extracapsulaire du cristallin par phakoémulsification, avec implantation de cristallin artificiel dans la chambre postérieure de l'œil;271.7;271.7;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.34.89.89;CA de Bastia;;CLINIQUE DR FILIPPI;8610Z;;BD B DANESI;CLINIQUE DU DOCTEUR PAUL LAURENT FILIPPI;HAUTE-CORSE;2B033;30509766900017;Etablissement simple;Bastia;CORSE;Etablissement de Soins Chirurgicaux;99.5575221239
2A0000154;2A0000154;YYYY0410;12.0;6.0;.;2015;YYYY041;0;ADA/ADA;Actes d'anesthésie/Actes d'anesthésie;Supplément pour récupération peropératoire de sang;;;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000154;2A0000154;HBGD0040;21.0;0.047619047619;20;2016;HBGD004;0;ADC;Actes de chirurgie;Avulsion d'1 troisième molaire mandibulaire retenue ou à l'état de germe;83.6;83.6;;;;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;95.2380952381
2A0000139;;QZFA0390;42.0;0.0294117647059;33;2017;QZFA039;0;ADC;Actes de chirurgie;Exérèse partielle de l'appareil unguéal;35.45;29.34;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;78.5714285714
